neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20
0.00,0.00,0.10,1.86,0.00,0.00,0.00,0.00,1.94,0.00,0.00,0.00,0.00,2.04,0.00,0.00,0.00,0.00,2.06,0.00
0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,1.97,0.00,0.00,0.00,0.00,2.05,0.00,0.00,0.00,0.00,2.08,0.00
0.00,0.00,0.00,1.92,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.07,0.13,0.00,0.00,0.00,2.09,0.00
0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.00,2.02,0.02,0.00,0.00,0.00,2.09,0.24,0.00,0.00,0.00,2.11,0.00
0.00,0.00,0.00,1.98,0.00,0.00,0.00,0.00,2.04,0.14,0.00,0.00,0.00,2.09,0.35,0.00,0.00,0.00,2.12,0.00
0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.06,0.26,0.00,0.00,0.00,2.07,0.46,0.00,0.00,0.00,2.13,0.00
0.00,0.00,0.00,2.03,0.00,0.00,0.00,0.00,2.06,0.38,0.00,0.00,0.00,2.05,0.56,0.00,0.00,0.00,2.14,0.00
0.00,0.00,0.00,2.05,0.00,0.00,0.00,0.00,2.05,0.49,0.00,0.00,0.00,2.01,0.66,0.00,0.00,0.00,2.14,0.00
0.00,0.00,0.00,2.07,0.13,0.00,0.00,0.00,2.02,0.59,0.00,0.00,0.00,1.96,0.75,0.00,0.00,0.00,2.15,0.03
0.00,0.00,0.00,2.08,0.25,0.00,0.00,0.00,1.98,0.69,0.00,0.00,0.00,1.90,0.84,0.00,0.00,0.00,2.15,0.15
0.00,0.00,0.00,2.09,0.36,0.00,0.00,0.00,1.93,0.78,0.00,0.00,0.00,1.83,0.92,0.00,0.00,0.00,2.15,0.27
0.00,0.00,0.00,2.07,0.47,0.00,0.00,0.00,1.87,0.87,0.00,0.00,0.00,1.75,1.00,0.00,0.00,0.00,2.14,0.39
0.00,0.00,0.00,2.04,0.57,0.00,0.00,0.00,1.80,0.95,0.00,0.00,0.00,1.67,1.08,0.00,0.00,0.00,2.11,0.49
0.00,0.00,0.00,2.00,0.67,0.00,0.00,0.00,1.73,1.03,0.00,0.00,0.00,1.58,1.15,0.00,0.00,0.00,2.07,0.60
0.00,0.00,0.00,1.95,0.77,0.00,0.00,0.00,1.64,1.11,0.00,0.00,0.00,1.48,1.21,0.00,0.00,0.00,2.02,0.70
0.00,0.00,0.00,1.89,0.86,0.00,0.00,0.00,1.55,1.18,0.00,0.00,0.00,1.39,1.28,0.00,0.00,0.00,1.95,0.79
0.00,0.00,0.00,1.82,0.94,0.00,0.00,0.00,1.46,1.25,0.00,0.00,0.00,1.28,1.34,0.00,0.00,0.00,1.88,0.88
0.00,0.00,0.00,1.75,1.02,0.00,0.00,0.00,1.36,1.32,0.00,0.00,0.00,1.18,1.40,0.00,0.00,0.00,1.80,0.96
0.00,0.00,0.00,1.66,1.10,0.00,0.00,0.00,1.26,1.38,0.00,0.00,0.00,1.07,1.45,0.00,0.00,0.00,1.71,1.04
0.00,0.00,0.00,1.57,1.17,0.00,0.00,0.00,1.15,1.44,0.00,0.00,0.00,0.96,1.50,0.00,0.00,0.00,1.62,1.12
0.00,0.00,0.00,1.48,1.24,0.00,0.00,0.00,1.04,1.49,0.00,0.00,0.00,0.85,1.55,0.00,0.00,0.00,1.52,1.19
0.00,0.00,0.00,1.38,1.31,0.00,0.00,0.00,0.93,1.54,0.00,0.00,0.00,0.74,1.59,0.00,0.00,0.00,1.41,1.26
0.00,0.00,0.00,1.27,1.37,0.00,0.00,0.00,0.82,1.59,0.00,0.00,0.00,0.62,1.63,0.00,0.00,0.00,1.31,1.32
0.00,0.00,0.00,1.17,1.42,0.00,0.00,0.00,0.71,1.64,0.00,0.00,0.00,0.51,1.67,0.00,0.00,0.00,1.19,1.39
0.00,0.00,0.00,1.06,1.48,0.00,0.00,0.00,0.59,1.68,0.00,0.00,0.00,0.40,1.71,0.00,0.00,0.00,1.08,1.44
0.00,0.00,0.00,0.94,1.53,0.00,0.00,0.00,0.48,1.72,0.00,0.00,0.00,0.28,1.75,0.00,0.00,0.00,0.96,1.50
0.00,0.00,0.00,0.83,1.58,0.00,0.00,0.00,0.36,1.76,0.00,0.00,0.00,0.17,1.78,0.00,0.00,0.00,0.85,1.55
0.00,0.00,0.00,0.72,1.63,0.00,0.00,0.00,0.25,1.79,0.00,0.00,0.00,0.06,1.81,0.00,0.00,0.00,0.73,1.60
0.00,0.00,0.00,0.60,1.67,0.00,0.00,0.00,0.14,1.82,0.00,0.00,0.00,0.00,1.84,0.00,0.00,0.00,0.61,1.64
0.00,0.00,0.00,0.49,1.71,0.00,0.00,0.00,0.03,1.85,0.00,0.00,0.00,0.00,1.86,0.00,0.00,0.00,0.49,1.68
0.00,0.00,0.00,0.37,1.75,0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.37,1.72
0.00,0.00,0.00,0.26,1.78,0.00,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.25,1.76
0.00,0.00,0.00,0.14,1.82,0.00,0.00,0.00,0.00,1.93,0.00,0.00,0.00,0.00,1.93,0.00,0.00,0.00,0.13,1.80
0.00,0.00,0.00,0.03,1.85,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.01,1.83
0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,1.98,0.00,0.00,0.00,0.00,1.97,0.00,0.00,0.00,0.00,1.86
0.00,0.00,0.00,0.00,1.90,0.00,0.00,0.00,0.00,1.99,0.00,0.00,0.00,0.00,1.98,0.00,0.00,0.00,0.00,1.89
0.00,0.00,0.00,0.00,1.93,0.00,0.00,0.00,0.00,2.01,0.00,0.00,0.00,0.00,1.99,0.00,0.00,0.00,0.00,1.91
0.00,0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.00,2.03,0.01,0.00,0.00,0.00,2.01,0.00,0.00,0.00,0.00,1.94
0.00,0.00,0.00,0.00,1.97,0.03,0.00,0.00,0.00,2.04,0.13,0.00,0.00,0.00,2.02,0.00,0.00,0.00,0.00,1.96
0.00,0.00,0.00,0.00,1.99,0.15,0.00,0.00,0.00,2.05,0.24,0.00,0.00,0.00,2.03,0.00,0.00,0.00,0.00,1.98
0.00,0.00,0.00,0.00,2.00,0.26,0.00,0.00,0.00,2.05,0.34,0.00,0.00,0.00,2.04,0.00,0.00,0.00,0.00,2.00
0.00,0.00,0.00,0.00,2.00,0.37,0.00,0.00,0.00,2.03,0.44,0.00,0.00,0.00,2.04,0.00,0.00,0.00,0.00,2.02
0.06,0.00,0.00,0.00,1.99,0.47,0.00,0.00,0.00,2.00,0.54,0.00,0.00,0.00,2.05,0.07,0.00,0.00,0.00,2.03
0.18,0.00,0.00,0.00,1.96,0.57,0.00,0.00,0.00,1.96,0.63,0.00,0.00,0.00,2.06,0.19,0.00,0.00,0.00,2.04
0.29,0.00,0.00,0.00,1.92,0.66,0.00,0.00,0.00,1.91,0.71,0.00,0.00,0.00,2.05,0.30,0.00,0.00,0.00,2.03
0.40,0.00,0.00,0.00,1.87,0.75,0.00,0.00,0.00,1.85,0.79,0.00,0.00,0.00,2.03,0.41,0.00,0.00,0.00,2.01
0.50,0.00,0.00,0.00,1.81,0.84,0.00,0.00,0.00,1.79,0.87,0.00,0.00,0.00,2.00,0.51,0.00,0.00,0.00,1.98
0.60,0.00,0.00,0.00,1.74,0.92,0.00,0.00,0.00,1.71,0.94,0.00,0.00,0.00,1.96,0.61,0.00,0.00,0.00,1.93
0.69,0.00,0.00,0.00,1.67,1.00,0.00,0.00,0.00,1.63,1.01,0.00,0.00,0.00,1.91,0.70,0.00,0.00,0.00,1.88
0.78,0.00,0.00,0.00,1.59,1.07,0.00,0.00,0.00,1.55,1.08,0.00,0.00,0.00,1.84,0.79,0.00,0.00,0.00,1.81
0.87,0.00,0.00,0.00,1.50,1.14,0.00,0.00,0.00,1.46,1.14,0.00,0.00,0.00,1.77,0.87,0.00,0.00,0.00,1.74
0.95,0.00,0.00,0.00,1.41,1.20,0.00,0.00,0.00,1.36,1.20,0.00,0.00,0.00,1.69,0.95,0.00,0.00,0.00,1.66
1.02,0.00,0.00,0.00,1.31,1.26,0.00,0.00,0.00,1.27,1.26,0.00,0.00,0.00,1.61,1.03,0.00,0.00,0.00,1.58
1.09,0.00,0.00,0.00,1.21,1.32,0.00,0.00,0.00,1.17,1.31,0.00,0.00,0.00,1.52,1.10,0.00,0.00,0.00,1.49
1.16,0.00,0.00,0.00,1.11,1.38,0.00,0.00,0.00,1.06,1.36,0.00,0.00,0.00,1.42,1.17,0.00,0.00,0.00,1.39
1.23,0.00,0.00,0.00,1.01,1.43,0.00,0.00,0.00,0.96,1.41,0.00,0.00,0.00,1.32,1.24,0.00,0.00,0.00,1.29
1.29,0.00,0.00,0.00,0.90,1.48,0.00,0.00,0.00,0.85,1.46,0.00,0.00,0.00,1.21,1.30,0.00,0.00,0.00,1.19
1.35,0.00,0.00,0.00,0.79,1.52,0.00,0.00,0.00,0.75,1.50,0.00,0.00,0.00,1.10,1.35,0.00,0.00,0.00,1.08
1.40,0.00,0.00,0.00,0.68,1.57,0.00,0.00,0.00,0.64,1.54,0.00,0.00,0.00,0.99,1.41,0.00,0.00,0.00,0.98
1.45,0.00,0.00,0.00,0.57,1.61,0.00,0.00,0.00,0.53,1.58,0.00,0.00,0.00,0.88,1.46,0.00,0.00,0.00,0.87
1.50,0.00,0.00,0.00,0.46,1.65,0.00,0.00,0.00,0.42,1.61,0.00,0.00,0.00,0.77,1.51,0.00,0.00,0.00,0.76
1.55,0.00,0.00,0.00,0.35,1.68,0.00,0.00,0.00,0.32,1.64,0.00,0.00,0.00,0.65,1.56,0.00,0.00,0.00,0.64
1.59,0.00,0.00,0.00,0.25,1.72,0.00,0.00,0.00,0.21,1.67,0.00,0.00,0.00,0.54,1.60,0.00,0.00,0.00,0.53
1.63,0.00,0.00,0.00,0.14,1.75,0.00,0.00,0.00,0.11,1.70,0.00,0.00,0.00,0.42,1.64,0.00,0.00,0.00,0.42
1.67,0.00,0.00,0.00,0.03,1.78,0.00,0.00,0.00,0.01,1.73,0.00,0.00,0.00,0.31,1.68,0.00,0.00,0.00,0.31
1.70,0.00,0.00,0.00,0.00,1.81,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.19,1.71,0.00,0.00,0.00,0.20
1.74,0.00,0.00,0.00,0.00,1.83,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.08,1.75,0.00,0.00,0.00,0.09
1.77,0.00,0.00,0.00,0.00,1.85,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00
1.80,0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,1.81,0.00,0.00,0.00,0.00
1.82,0.00,0.00,0.00,0.00,1.90,0.00,0.00,0.00,0.00,1.84,0.00,0.00,0.00,0.00,1.83,0.00,0.00,0.00,0.00
1.85,0.00,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,1.85,0.00,0.00,0.00,0.00,1.86,0.00,0.00,0.00,0.00
1.87,0.00,0.00,0.00,0.00,1.93,0.00,0.00,0.00,0.00,1.87,0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00
1.89,0.00,0.00,0.00,0.00,1.94,0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,1.90,0.00,0.00,0.00,0.00
1.91,0.04,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,1.92,0.00,0.00,0.00,0.00
1.93,0.16,0.00,0.00,0.00,1.97,0.08,0.00,0.00,0.00,1.90,0.00,0.00,0.00,0.00,1.94,0.00,0.00,0.00,0.00
1.94,0.27,0.00,0.00,0.00,1.98,0.19,0.00,0.00,0.00,1.91,0.01,0.00,0.00,0.00,1.95,0.01,0.00,0.00,0.00
1.94,0.37,0.00,0.00,0.00,1.98,0.29,0.00,0.00,0.00,1.92,0.13,0.00,0.00,0.00,1.97,0.13,0.00,0.00,0.00
1.92,0.47,0.00,0.00,0.00,1.97,0.39,0.00,0.00,0.00,1.93,0.24,0.00,0.00,0.00,1.98,0.24,0.00,0.00,0.00
1.89,0.57,0.00,0.00,0.00,1.94,0.48,0.00,0.00,0.00,1.92,0.35,0.00,0.00,0.00,1.98,0.35,0.00,0.00,0.00
1.85,0.66,0.00,0.00,0.00,1.91,0.57,0.00,0.00,0.00,1.90,0.46,0.00,0.00,0.00,1.96,0.45,0.00,0.00,0.00
1.80,0.75,0.00,0.00,0.00,1.86,0.66,0.00,0.00,0.00,1.86,0.55,0.00,0.00,0.00,1.93,0.55,0.00,0.00,0.00
1.75,0.83,0.00,0.00,0.00,1.81,0.74,0.00,0.00,0.00,1.82,0.65,0.00,0.00,0.00,1.89,0.64,0.00,0.00,0.00
1.68,0.91,0.00,0.00,0.00,1.75,0.81,0.00,0.00,0.00,1.76,0.73,0.00,0.00,0.00,1.84,0.73,0.00,0.00,0.00
1.60,0.98,0.00,0.00,0.00,1.68,0.89,0.00,0.00,0.00,1.70,0.82,0.00,0.00,0.00,1.78,0.81,0.00,0.00,0.00
1.52,1.05,0.00,0.00,0.00,1.60,0.96,0.00,0.00,0.00,1.62,0.90,0.00,0.00,0.00,1.72,0.89,0.00,0.00,0.00
1.44,1.12,0.00,0.00,0.00,1.52,1.02,0.00,0.00,0.00,1.55,0.97,0.00,0.00,0.00,1.64,0.97,0.00,0.00,0.00
1.35,1.18,0.00,0.00,0.00,1.43,1.09,0.00,0.00,0.00,1.46,1.05,0.00,0.00,0.00,1.56,1.04,0.00,0.00,0.00
1.25,1.24,0.00,0.00,0.00,1.34,1.15,0.00,0.00,0.00,1.37,1.12,0.00,0.00,0.00,1.47,1.11,0.00,0.00,0.00
1.16,1.30,0.00,0.00,0.00,1.25,1.20,0.00,0.00,0.00,1.27,1.18,0.00,0.00,0.00,1.38,1.18,0.00,0.00,0.00
1.06,1.35,0.00,0.00,0.00,1.15,1.26,0.00,0.00,0.00,1.18,1.24,0.00,0.00,0.00,1.28,1.24,0.00,0.00,0.00
0.95,1.41,0.00,0.00,0.00,1.05,1.31,0.00,0.00,0.00,1.07,1.30,0.00,0.00,0.00,1.18,1.30,0.00,0.00,0.00
0.85,1.45,0.00,0.00,0.00,0.95,1.35,0.00,0.00,0.00,0.97,1.35,0.00,0.00,0.00,1.08,1.35,0.00,0.00,0.00
0.74,1.50,0.00,0.00,0.00,0.84,1.40,0.00,0.00,0.00,0.86,1.41,0.00,0.00,0.00,0.98,1.40,0.00,0.00,0.00
0.63,1.54,0.00,0.00,0.00,0.74,1.44,0.00,0.00,0.00,0.75,1.45,0.00,0.00,0.00,0.87,1.45,0.00,0.00,0.00
0.53,1.58,0.00,0.00,0.00,0.64,1.48,0.00,0.00,0.00,0.64,1.50,0.00,0.00,0.00,0.76,1.50,0.00,0.00,0.00
0.42,1.62,0.00,0.00,0.00,0.53,1.52,0.00,0.00,0.00,0.53,1.54,0.00,0.00,0.00,0.65,1.54,0.00,0.00,0.00
0.31,1.65,0.00,0.00,0.00,0.43,1.55,0.00,0.00,0.00,0.42,1.58,0.00,0.00,0.00,0.54,1.58,0.00,0.00,0.00
0.21,1.69,0.00,0.00,0.00,0.32,1.59,0.00,0.00,0.00,0.31,1.62,0.00,0.00,0.00,0.43,1.62,0.00,0.00,0.00
0.10,1.72,0.00,0.00,0.00,0.22,1.62,0.00,0.00,0.00,0.20,1.66,0.00,0.00,0.00,0.32,1.66,0.00,0.00,0.00
0.00,1.75,0.00,0.00,0.00,0.12,1.64,0.00,0.00,0.00,0.09,1.69,0.00,0.00,0.00,0.21,1.69,0.00,0.00,0.00
0.00,1.77,0.00,0.00,0.00,0.02,1.67,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,0.11,1.72,0.00,0.00,0.00
0.00,1.80,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00
0.00,1.82,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00
0.00,1.84,0.00,0.00,0.00,0.00,1.74,0.00,0.00,0.00,0.00,1.81,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00
0.00,1.86,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.00,1.83,0.00,0.00,0.00,0.00,1.83,0.00,0.00,0.00
0.00,1.88,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,1.85,0.00,0.00,0.00,0.00,1.85,0.00,0.00,0.00
0.00,1.89,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,1.87,0.00,0.00,0.00,0.00,1.87,0.00,0.00,0.00
0.00,1.91,0.00,0.00,0.00,0.00,1.81,0.00,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,1.89,0.11,0.00,0.00
0.00,1.92,0.00,0.00,0.00,0.00,1.82,0.05,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,1.91,0.22,0.00,0.00
0.00,1.93,0.00,0.00,0.00,0.00,1.84,0.16,0.00,0.00,0.00,1.92,0.03,0.00,0.00,0.00,1.91,0.33,0.00,0.00
0.00,1.94,0.11,0.00,0.00,0.00,1.84,0.27,0.00,0.00,0.00,1.93,0.15,0.00,0.00,0.00,1.90,0.43,0.00,0.00
0.00,1.95,0.22,0.00,0.00,0.00,1.83,0.38,0.00,0.00,0.00,1.94,0.26,0.00,0.00,0.00,1.87,0.53,0.00,0.00
0.00,1.95,0.32,0.00,0.00,0.00,1.81,0.48,0.00,0.00,0.00,1.94,0.37,0.00,0.00,0.00,1.84,0.62,0.00,0.00
0.00,1.93,0.42,0.00,0.00,0.00,1.78,0.57,0.00,0.00,0.00,1.92,0.47,0.00,0.00,0.00,1.79,0.70,0.00,0.00
0.00,1.90,0.51,0.00,0.00,0.00,1.74,0.66,0.00,0.00,0.00,1.88,0.56,0.00,0.00,0.00,1.74,0.79,0.00,0.00
0.00,1.86,0.60,0.00,0.00,0.00,1.68,0.75,0.00,0.00,0.00,1.84,0.66,0.00,0.00,0.00,1.67,0.87,0.00,0.00
0.00,1.81,0.68,0.00,0.00,0.00,1.62,0.83,0.00,0.00,0.00,1.79,0.74,0.00,0.00,0.00,1.60,0.94,0.00,0.00
0.00,1.75,0.76,0.00,0.00,0.00,1.55,0.91,0.00,0.00,0.00,1.73,0.82,0.00,0.00,0.00,1.53,1.01,0.00,0.00
0.00,1.69,0.83,0.00,0.00,0.00,1.47,0.98,0.00,0.00,0.00,1.66,0.90,0.00,0.00,0.00,1.44,1.08,0.00,0.00
0.00,1.62,0.90,0.00,0.00,0.00,1.39,1.05,0.00,0.00,0.00,1.58,0.98,0.00,0.00,0.00,1.36,1.14,0.00,0.00
0.00,1.54,0.97,0.00,0.00,0.00,1.30,1.11,0.00,0.00,0.00,1.50,1.05,0.00,0.00,0.00,1.27,1.21,0.00,0.00
0.00,1.46,1.04,0.00,0.00,0.00,1.21,1.18,0.00,0.00,0.00,1.41,1.12,0.00,0.00,0.00,1.17,1.26,0.00,0.00
0.00,1.37,1.10,0.00,0.00,0.00,1.12,1.24,0.00,0.00,0.00,1.32,1.18,0.00,0.00,0.00,1.07,1.32,0.00,0.00
0.00,1.28,1.16,0.00,0.00,0.00,1.02,1.29,0.00,0.00,0.00,1.22,1.24,0.00,0.00,0.00,0.97,1.37,0.00,0.00
0.00,1.18,1.21,0.00,0.00,0.00,0.92,1.35,0.00,0.00,0.00,1.13,1.30,0.00,0.00,0.00,0.87,1.42,0.00,0.00
0.00,1.08,1.26,0.00,0.00,0.00,0.81,1.40,0.00,0.00,0.00,1.02,1.35,0.00,0.00,0.00,0.76,1.46,0.00,0.00
0.00,0.98,1.31,0.00,0.00,0.00,0.71,1.44,0.00,0.00,0.00,0.92,1.40,0.00,0.00,0.00,0.66,1.51,0.00,0.00
0.00,0.88,1.36,0.00,0.00,0.00,0.60,1.49,0.00,0.00,0.00,0.81,1.45,0.00,0.00,0.00,0.55,1.55,0.00,0.00
0.00,0.78,1.40,0.00,0.00,0.00,0.50,1.53,0.00,0.00,0.00,0.70,1.49,0.00,0.00,0.00,0.45,1.58,0.00,0.00
0.00,0.68,1.44,0.00,0.00,0.00,0.39,1.57,0.00,0.00,0.00,0.60,1.54,0.00,0.00,0.00,0.34,1.62,0.00,0.00
0.00,0.57,1.48,0.00,0.00,0.00,0.28,1.61,0.00,0.00,0.00,0.49,1.58,0.00,0.00,0.00,0.24,1.65,0.00,0.00
0.00,0.47,1.52,0.00,0.00,0.00,0.17,1.64,0.00,0.00,0.00,0.38,1.61,0.00,0.00,0.00,0.13,1.68,0.00,0.00
0.00,0.37,1.55,0.00,0.00,0.00,0.07,1.67,0.00,0.00,0.00,0.27,1.65,0.00,0.00,0.00,0.03,1.71,0.00,0.00
0.00,0.26,1.58,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.16,1.68,0.00,0.00,0.00,0.00,1.74,0.00,0.00
0.00,0.16,1.61,0.00,0.00,0.00,0.00,1.73,0.00,0.00,0.00,0.06,1.71,0.00,0.00,0.00,0.00,1.77,0.00,0.00
0.00,0.06,1.64,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.00,1.74,0.00,0.00,0.00,0.00,1.79,0.00,0.00
0.00,0.00,1.67,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,1.77,0.00,0.00,0.00,0.00,1.81,0.00,0.00
0.00,0.00,1.69,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,1.79,0.00,0.00,0.00,0.00,1.83,0.00,0.00
0.00,0.00,1.71,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,1.85,0.00,0.00
0.00,0.00,1.73,0.00,0.00,0.00,0.00,1.84,0.00,0.00,0.00,0.00,1.84,0.00,0.00,0.00,0.00,1.86,0.00,0.00
0.00,0.00,1.75,0.00,0.00,0.00,0.00,1.86,0.00,0.00,0.00,0.00,1.86,0.00,0.00,0.00,0.00,1.88,0.00,0.00
0.00,0.00,1.77,0.09,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,1.88,0.08,0.00,0.00,0.00,1.89,0.00,0.00
0.00,0.00,1.79,0.20,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,1.89,0.19,0.00,0.00,0.00,1.91,0.00,0.00
0.00,0.00,1.79,0.30,0.00,0.00,0.00,1.91,0.10,0.00,0.00,0.00,1.90,0.30,0.00,0.00,0.00,1.92,0.00,0.00
0.00,0.00,1.78,0.40,0.00,0.00,0.00,1.92,0.21,0.00,0.00,0.00,1.89,0.40,0.00,0.00,0.00,1.93,0.08,0.00
0.00,0.00,1.76,0.50,0.00,0.00,0.00,1.92,0.32,0.00,0.00,0.00,1.87,0.49,0.00,0.00,0.00,1.94,0.18,0.00
0.00,0.00,1.73,0.59,0.00,0.00,0.00,1.90,0.42,0.00,0.00,0.00,1.83,0.59,0.00,0.00,0.00,1.93,0.29,0.00
0.00,0.00,1.68,0.68,0.00,0.00,0.00,1.87,0.52,0.00,0.00,0.00,1.79,0.67,0.00,0.00,0.00,1.92,0.38,0.00
0.00,0.00,1.63,0.76,0.00,0.00,0.00,1.83,0.61,0.00,0.00,0.00,1.74,0.76,0.00,0.00,0.00,1.89,0.47,0.00
0.00,0.00,1.57,0.84,0.00,0.00,0.00,1.79,0.70,0.00,0.00,0.00,1.68,0.83,0.00,0.00,0.00,1.86,0.56,0.00
0.00,0.00,1.50,0.91,0.00,0.00,0.00,1.73,0.78,0.00,0.00,0.00,1.61,0.91,0.00,0.00,0.00,1.81,0.65,0.00
0.00,0.00,1.43,0.98,0.00,0.00,0.00,1.66,0.86,0.00,0.00,0.00,1.54,0.98,0.00,0.00,0.00,1.75,0.73,0.00
0.00,0.00,1.35,1.05,0.00,0.00,0.00,1.59,0.93,0.00,0.00,0.00,1.46,1.05,0.00,0.00,0.00,1.69,0.80,0.00
0.00,0.00,1.26,1.12,0.00,0.00,0.00,1.51,1.01,0.00,0.00,0.00,1.37,1.11,0.00,0.00,0.00,1.62,0.87,0.00
0.00,0.00,1.17,1.18,0.00,0.00,0.00,1.43,1.07,0.00,0.00,0.00,1.28,1.17,0.00,0.00,0.00,1.55,0.94,0.00
0.00,0.00,1.08,1.23,0.00,0.00,0.00,1.34,1.14,0.00,0.00,0.00,1.19,1.23,0.00,0.00,0.00,1.46,1.01,0.00
0.00,0.00,0.99,1.29,0.00,0.00,0.00,1.24,1.20,0.00,0.00,0.00,1.09,1.28,0.00,0.00,0.00,1.38,1.07,0.00
0.00,0.00,0.89,1.34,0.00,0.00,0.00,1.15,1.26,0.00,0.00,0.00,0.99,1.34,0.00,0.00,0.00,1.29,1.13,0.00
0.00,0.00,0.79,1.39,0.00,0.00,0.00,1.05,1.31,0.00,0.00,0.00,0.89,1.38,0.00,0.00,0.00,1.20,1.18,0.00
0.00,0.00,0.69,1.43,0.00,0.00,0.00,0.94,1.36,0.00,0.00,0.00,0.79,1.43,0.00,0.00,0.00,1.10,1.23,0.00
0.00,0.00,0.58,1.48,0.00,0.00,0.00,0.84,1.41,0.00,0.00,0.00,0.69,1.47,0.00,0.00,0.00,1.00,1.28,0.00
0.00,0.00,0.48,1.52,0.00,0.00,0.00,0.73,1.46,0.00,0.00,0.00,0.58,1.51,0.00,0.00,0.00,0.90,1.33,0.00
0.00,0.00,0.38,1.55,0.00,0.00,0.00,0.63,1.50,0.00,0.00,0.00,0.48,1.55,0.00,0.00,0.00,0.80,1.37,0.00
0.00,0.00,0.27,1.59,0.00,0.00,0.00,0.52,1.54,0.00,0.00,0.00,0.37,1.59,0.00,0.00,0.00,0.70,1.41,0.00
0.00,0.00,0.17,1.62,0.00,0.00,0.00,0.41,1.58,0.00,0.00,0.00,0.27,1.62,0.00,0.00,0.00,0.59,1.45,0.00
0.00,0.00,0.07,1.65,0.00,0.00,0.00,0.31,1.61,0.00,0.00,0.00,0.17,1.65,0.00,0.00,0.00,0.49,1.49,0.00
0.00,0.00,0.00,1.68,0.00,0.00,0.00,0.20,1.65,0.00,0.00,0.00,0.07,1.68,0.00,0.00,0.00,0.39,1.52,0.00
0.00,0.00,0.00,1.71,0.00,0.00,0.00,0.09,1.68,0.00,0.00,0.00,0.00,1.71,0.00,0.00,0.00,0.29,1.56,0.00
0.00,0.00,0.00,1.74,0.00,0.00,0.00,0.00,1.71,0.00,0.00,0.00,0.00,1.73,0.00,0.00,0.00,0.18,1.59,0.00
0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.00,1.73,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.08,1.61,0.00
0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,1.64,0.00
0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,1.67,0.00
0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,1.69,0.00
